#,접수번호,접수일자,검체유형,시설명,시료명,의뢰기관,의뢰자,대표자,진행상황,부적합항목수,부적합항목,제조번호,제조일자,유통기한,확인일,의뢰구분,성적서용도,검사목적,검사결과,공문번호,공문의뢰일,문서시행번호,문서시행일,최종승인일,담당팀,담당자,채취방법,채취확인자,업체명,업종,배출시설,의뢰주소,전화번호,이동전화,이메일,채취일자,채취장소,처리기간,처리일,수수료,항목수
,2792400170-01,2024-06-04,실내공기질/실내공기질/가,월드비전학원,1층 로비,양주시,양주시장,,결과승인완료,0,,,,,2024-06-17,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-8607,2024-06-17,2024-06-17,대기환경팀(B),김지영,,,,,학원,경기도 양주시 부흥로 1533,,,,2024-06-04,경기 양주시 광적면 화합로 135,9,2024-06-17,0,4
,2792400170-02,2024-06-04,실내공기질/실내공기질/가,월드비전학원,2층 201호,양주시,양주시장,,결과승인완료,0,,,,,2024-06-17,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-8607,2024-06-17,2024-06-17,대기환경팀(B),김지영,,,,,학원,경기도 양주시 부흥로 1533,,,,2024-06-04,경기 양주시 광적면 화합로 135,9,2024-06-17,0,4
,2792400171-01,2024-06-04,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-021,양주시,양주시장,,결과승인완료,0,,,,,2024-06-10,관원,,,적합,기후에너지과-18157,2024-06-05,경기도보건환경연구원북부지원-8175,2024-06-10,2024-06-10,대기환경팀(B),위효빈,,,,,다림질(텐타)시설 207.36m3 1기,경기도 양주시 부흥로 1533,,,,2024-06-04,측정공,0,,0,2
,2792400171-02,2024-06-04,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-022,양주시,양주시장,,결과승인완료,0,,,,,2024-06-10,관원,,,적합,기후에너지과-18157,2024-06-05,경기도보건환경연구원북부지원-8175,2024-06-10,2024-06-10,대기환경팀(B),위효빈,,,,,다림질(텐타)시설 207.36m3 1기,경기도 양주시 부흥로 1533,,,,2024-06-04,측정공,0,,0,2
,2792400171-03,2024-06-04,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-023,양주시,양주시장,,결과승인완료,0,,,,,2024-06-10,관원,,,적합,기후에너지과-18157,2024-06-05,경기도보건환경연구원북부지원-8175,2024-06-10,2024-06-10,대기환경팀(B),위효빈,,,,,텐타시설 156.4m3 1기,경기도 양주시 부흥로 1533,,,,2024-06-04,측정공,0,,0,2
,2792400172-01,2024-05-31,대기및악취/지도점검/대 기,,15-5-14,포천시,포천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경지도과-10515,2024-06-07,경기도보건환경연구원북부지원-8360,2024-06-12,2024-06-12,대기환경팀(B),김찬혁,,,,,혼합시설,경기도 포천시 중앙로 87,,,,2024-05-30,,20,2024-06-28,0,2
,2792400172-02,2024-05-31,대기및악취/지도점검/대 기,,15-5-15,포천시,포천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경지도과-10515,2024-06-07,경기도보건환경연구원북부지원-8360,2024-06-12,2024-06-12,대기환경팀(B),김찬혁,,,,,혼합시설,경기도 포천시 중앙로 87,,,,2024-05-30,,20,2024-06-28,0,2
,2792400172-03,2024-05-31,대기및악취/지도점검/대 기,,15-5-16,포천시,포천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경지도과-10515,2024-06-07,경기도보건환경연구원북부지원-8360,2024-06-12,2024-06-12,대기환경팀(B),김찬혁,,,,,제재시설,경기도 포천시 중앙로 87,,,,2024-05-31,,20,2024-06-28,0,2
,2792400173-01,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,510-7,양주시,양주시장,,결과승인완료,0,,,,,2024-06-25,관원,,,상기실험확인함,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9
,2792400173-02,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,602-1,양주시,양주시장,,결과승인완료,0,,,,,2024-06-25,관원,,,상기실험확인함,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9
,2792400173-03,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,602-2,양주시,양주시장,,결과승인완료,0,,,,,2024-06-25,관원,,,상기실험확인함,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9
,2792400173-04,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,703-2,양주시,양주시장,,결과승인완료,0,,,,,2024-06-25,관원,,,상기실험확인함,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9
,2792400173-05,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,703-5,양주시,양주시장,,결과승인완료,1,라돈(밀폐),,,,2024-06-25,관원,,,부적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9
,2792400173-06,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,807-8,양주시,양주시장,,결과승인완료,1,라돈(밀폐),,,,2024-06-25,관원,,,부적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9
,2792400173-07,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,906-7,양주시,양주시장,,결과승인완료,1,라돈(밀폐),,,,2024-06-25,관원,,,부적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9
,2792400173-08,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,906-9,양주시,양주시장,,결과승인완료,1,라돈(밀폐),,,,2024-06-25,관원,,,부적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9
,2792400173-09,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,1008-12,양주시,양주시장,,결과승인완료,0,,,,,2024-06-25,관원,,,상기실험확인함,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9
,2792400173-10,2024-06-11,실내공기질/실내공기질/신축공동주택,힐스테이트 양주옥정 파티오포레,1008-13,양주시,양주시장,,결과승인완료,1,라돈(밀폐),,,,2024-06-25,관원,,,부적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9143,2024-06-25,2024-06-25,대기환경팀(B),김지영,,,,,신축공동주택,경기도 양주시 부흥로 1533,,,,2024-06-11,경기 양주시 월정로 27 (옥정동),11,2024-06-25,0,9
,2792400174-01,2024-06-13,실내공기질/실내공기질/가,양주옥정호수도서관,1층 아동자료 코너,양주시,양주시장,,결과승인완료,0,,,,,2024-06-24,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9055,2024-06-24,2024-06-24,대기환경팀(B),김지영,,,,,도서관,경기도 양주시 부흥로 1533,,,,2024-06-13,경기 양주시 옥정동로7길 110 (옥정동),9,2024-06-25,0,4
,2792400174-02,2024-06-13,실내공기질/실내공기질/가,양주옥정호수도서관,2층 열람실 정문,양주시,양주시장,,결과승인완료,0,,,,,2024-06-24,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9055,2024-06-24,2024-06-24,대기환경팀(B),김지영,,,,,도서관,경기도 양주시 부흥로 1533,,,,2024-06-13,경기 양주시 옥정동로7길 110 (옥정동),9,2024-06-25,0,4
,2792400175-01,2024-06-13,실내공기질/실내공기질/가,회암사지박물관,1층 로비,양주시,양주시장,,결과승인완료,0,,,,,2024-06-24,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9055,2024-06-24,2024-06-24,대기환경팀(B),김지영,,,,,박물관,경기도 양주시 부흥로 1533,,,,2024-06-13,경기 양주시 회암사길 11 (율정동),9,2024-06-25,0,4
,2792400175-02,2024-06-13,실내공기질/실내공기질/가,회암사지박물관,2층 전시장 출입구,양주시,양주시장,,결과승인완료,0,,,,,2024-06-24,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-9055,2024-06-24,2024-06-24,대기환경팀(B),김지영,,,,,박물관,경기도 양주시 부흥로 1533,,,,2024-06-13,경기 양주시 회암사길 11 (율정동),9,2024-06-25,0,4
,2792400176-01,2024-06-04,대기및악취/지도점검/대 기,,15-6-1,포천시,포천시장,,결과승인완료,0,,,,,2024-06-19,관원,,,적합,환경지도과-11195,2024-06-18,경기도보건환경연구원북부지원-8808,2024-06-19,2024-06-19,대기환경팀(B),김찬혁,,,,,도장시설,경기도 포천시 중앙로 87,,,,2024-06-03,,20,2024-07-02,0,2
,2792400176-02,2024-06-04,대기및악취/지도점검/대 기,,15-6-2,포천시,포천시장,,결과승인완료,0,,,,,2024-06-19,관원,,,적합,환경지도과-11195,2024-06-18,경기도보건환경연구원북부지원-8808,2024-06-19,2024-06-19,대기환경팀(B),김찬혁,,,,,도장시설,경기도 포천시 중앙로 87,,,,2024-06-04,,20,2024-07-02,0,2
,2792400176-03,2024-06-11,대기및악취/지도점검/대 기,,15-6-3,포천시,포천시장,,결과승인완료,0,,,,,2024-06-19,관원,,,적합,환경지도과-11195,2024-06-18,경기도보건환경연구원북부지원-8808,2024-06-19,2024-06-19,대기환경팀(B),김찬혁,,,,,보일러시설,경기도 포천시 중앙로 87,,,,2024-06-05,,20,2024-07-08,0,2
,2792400176-04,2024-06-11,대기및악취/지도점검/대 기,,15-6-4,포천시,포천시장,,결과승인완료,0,,,,,2024-06-19,관원,,,적합,환경지도과-11195,2024-06-18,경기도보건환경연구원북부지원-8808,2024-06-19,2024-06-19,대기환경팀(B),김찬혁,,,,,보일러시설,경기도 포천시 중앙로 87,,,,2024-06-05,,20,2024-07-08,0,2
,2792400176-05,2024-06-11,대기및악취/지도점검/대 기,,15-6-5,포천시,포천시장,,결과승인완료,0,,,,,2024-06-19,관원,,,적합,환경지도과-11195,2024-06-18,경기도보건환경연구원북부지원-8808,2024-06-19,2024-06-19,대기환경팀(B),김찬혁,,,,,증자시설,경기도 포천시 중앙로 87,,,,2024-06-05,,20,2024-07-08,0,2
,2792400177-01,2024-06-14,대기및악취/자체개선/대 기,주식회사21그램그룹,주식회사21그램그룹,남양주시,남양주시장,,결과승인완료,0,,,,,2024-06-18,관원,,,적합,기후에너지과-25069,2024-05-30,경기도보건환경연구원북부지원-8709,2024-06-18,2024-06-18,대기환경팀(B),김재광,,,,,동물화장시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-06-14,경기 남양주시 화도읍 수레로964번길 86 주식회사 21그램그룹,7,2024-06-24,0,2
,2792400178-01,2024-06-18,실내공기질/실내공기질/다중이용시설2,북부소방재난본부,119종합상황실,경기도,북부119종합상황실장,,결과승인완료,0,,,,,2024-06-28,관원,,,적합,북부119종합상황실-4696,2024-05-22,경기도보건환경연구원북부지원-9367,2024-06-28,2024-06-28,대기환경팀(B),김지영,,,,,업무시설,경기 의정부시 금오로23번길 22-40 (금오동),,,,2024-06-18,경기 의정부시 금오로23번길 22-40 (금오동),9,2024-06-28,0,4
,2792400178-02,2024-06-18,실내공기질/실내공기질/다중이용시설2,북부소방재난본부,상황회의실,경기도,북부119종합상황실장,,결과승인완료,0,,,,,2024-06-28,관원,,,적합,북부119종합상황실-4696,2024-05-22,경기도보건환경연구원북부지원-9367,2024-06-28,2024-06-28,대기환경팀(B),김지영,,,,,업무시설,경기 의정부시 금오로23번길 22-40 (금오동),,,,2024-06-18,경기 의정부시 금오로23번길 22-40 (금오동),9,2024-06-28,0,4
,2792400179-01,2024-06-19,실내공기질/실내공기질/나,좋은아침병원,1층 로비,구리시,구리시장,,결과승인완료,0,,,,,2024-06-20,관원,,,적합,환경과-17498,2024-06-05,경기도보건환경연구원북부지원-8892,2024-06-20,2024-06-20,대기환경팀(B),김지영,,,,,의료기관,경기도 구리시 아차산로 439,,,,2024-06-19,경기 구리시 경춘로 144 (교문동),3,2024-06-21,0,1
,2792400179-02,2024-06-19,실내공기질/실내공기질/나,좋은아침병원,5층 복도,구리시,구리시장,,결과승인완료,0,,,,,2024-06-20,관원,,,적합,환경과-17498,2024-06-05,경기도보건환경연구원북부지원-8892,2024-06-20,2024-06-20,대기환경팀(B),김지영,,,,,의료기관,경기도 구리시 아차산로 439,,,,2024-06-19,경기 구리시 경춘로 144 (교문동),3,2024-06-21,0,1
,2792400180-01,2024-06-19,실내공기질/실내공기질/다,한양대학교 구리병원,지하2층 입구,구리시,구리시장,,결과승인완료,0,,,,,2024-06-28,관원,,,적합,환경과-2100,2024-01-18,경기도보건환경연구원북부지원-9370,2024-06-28,2024-06-28,대기환경팀(B),김지영,,,,,실내주차장,경기도 구리시 아차산로 439,,,,2024-06-19,경기 구리시 경춘로 153 (교문동),9,2024-07-01,0,3
,2792400180-02,2024-06-19,실내공기질/실내공기질/다,한양대학교 구리병원,지하3층 입구,구리시,구리시장,,결과승인완료,0,,,,,2024-06-28,관원,,,적합,환경과-2100,2024-01-18,경기도보건환경연구원북부지원-9370,2024-06-28,2024-06-28,대기환경팀(B),김지영,,,,,실내주차장,경기도 구리시 아차산로 439,,,,2024-06-19,경기 구리시 경춘로 153 (교문동),9,2024-07-01,0,3
,2792400181-01,2024-06-13,대기및악취/지도점검/대 기,의정부시 대기배출사업소,12-24-1,의정부시,의정부시장,,결과승인완료,0,,,,,2024-06-20,관원,,,적합,기후에너지과-19930,2024-06-18,경기도보건환경연구원북부지원-8912,2024-06-20,2024-06-20,대기환경팀(B),위효빈,,,,,도장시설(81.9m3),경기도 의정부시 시민로 1,,,,2024-06-13,측정공,0,,0,2
,2792400181-02,2024-06-13,대기및악취/지도점검/대 기,의정부시 대기배출사업소,12-24-2,의정부시,의정부시장,,결과승인완료,0,,,,,2024-06-20,관원,,,적합,기후에너지과-19930,2024-06-18,경기도보건환경연구원북부지원-8912,2024-06-20,2024-06-20,대기환경팀(B),위효빈,,,,,도장시설(88.2m3),경기도 의정부시 시민로 1,,,,2024-06-13,측정공,0,,0,2
,2792400181-03,2024-06-13,대기및악취/지도점검/대 기,의정부시 대기배출사업소,12-24-3,의정부시,의정부시장,,결과승인완료,0,,,,,2024-06-20,관원,,,적합,기후에너지과-19930,2024-06-18,경기도보건환경연구원북부지원-8912,2024-06-20,2024-06-20,대기환경팀(B),위효빈,,,,,도장시설(85.5m3),경기도 의정부시 시민로 1,,,,2024-06-13,측정공,0,,0,2
,2792400182-01,2024-06-19,대기및악취/지도점검/대 기,대재에너지(주),대재에너지(주)-1호기,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-06-25,관원,,,적합,기후환경관리과-16228,2024-06-12,경기도보건환경연구원북부지원-9146,2024-06-25,2024-06-25,대기환경팀(B),위효빈,,,,,고형연료사용시설(6.25톤/hr),경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-06-19,경기 동두천시 강변로690번길 51 (동두천동) 대재에너지 배출시설 1호기 측정공,0,,0,2
